StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,edad,genero,ocup,edu,imple,viable,perti,BB2_1,BB2_2,BB2_3,BB2_4,BB3,vot21,vot22,vot26_a36,novot,difvoto,intvot,reprevot,vot26_check2,cpc_cond,cpc_act1,cpc_act2,check_com,lima,satisz,confi,desemmu,Q46,Q47_1,Q47_2,seg,confianza_1,confianza_2,confianza_3,confianza_4,Q26_1,BY_DO,BB1_DO,TT2_DO,EM1_DO,AC1_DO,MAN1_DO
20/06/25 19:33,20/06/25 19:44,IP Address,161.132.169.231,100,636,True,20/06/25 19:44,R_3sFNiepQ5ZoRhAt,,,,,-12.046,-77.0305,anonymous,ES,0.5,Acepto participar de la encuesta,32,Hombre,Trabaja,Universitaria,4,4,4,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Homicidio,No,Sí,Sí,No me siento representado por ninguno,3. Ni fácil ni difícil,3. Ni interesado/a ni desinteresado/a,3. Ni representado ni no representado,2. Algo cargada,8,5,No lo apoyo en absoluto 0,Policías en un operativo,Sí,Insatisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Algo seguro/a,1. No confía nada,2,1. No confía nada,5,5,by_c,bb_c,Q19,em_t,ac_t2,man_t
20/06/25 19:52,20/06/25 19:59,IP Address,38.25.30.151,100,414,True,20/06/25 19:59,R_6jOhOA3XK0MjkQW,,,,,-12.046,-77.0305,anonymous,ES,0.300000012,Acepto participar de la encuesta,33,Mujer,Trabaja,Universitaria,6,5,5,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,No,,5. Muy difícil,3. Ni interesado/a ni desinteresado/a,1. Nada representado,2. Algo cargada,7,6,6,Policías en un operativo,Sí,Satisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,5,by_t,bb_t,Q19,em_t,ac_t2,man_c
20/06/25 19:49,20/06/25 20:03,IP Address,78.110.69.19,100,855,True,20/06/25 20:03,R_30AV8CALtdyJfPz,,,,,26.2235,50.5813,anonymous,ES,0.899999976,Acepto participar de la encuesta,25,Mujer,Trabaja,Universitaria,3,4,6,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,No,,1. Muy fácil,3. Ni interesado/a ni desinteresado/a,2. Poco representado,2. Algo cargada,6,Totalmente de acuerdo 10,Lo apoyo totalmente 10,Policías en un operativo,Sí,Insatisfecho,Poca confianza,Poco capacitados,1. Muy en desacuerdo,No,Sí,Nada seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,,by_t,bb_c,Q19,em_t,ac_t2,man_t
20/06/25 19:51,20/06/25 20:11,IP Address,45.231.80.101,100,1168,True,20/06/25 20:11,R_6PsSGtVCmCd4o2B,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,Acepto participar de la encuesta,24,Mujer,Trabaja y estudia,Universitaria,4,6,7. Muy pertinente,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Homicidio,Sí,Sí,Sí,No me siento representado por ninguno,2. Fácil,4. Interesado/a,2. Poco representado,1. Muy cargada,8,Totalmente en desacuerdo 0,1,Policías en un operativo,Sí,Satisfecho,Poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Nada seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,3,1,by_c,bb_t,Q20,em_t,ac_t1,man_t
20/06/25 20:19,20/06/25 20:30,IP Address,179.6.12.155,100,706,True,20/06/25 20:30,R_1wrv6aIn6Ap4p57,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,23,Hombre,Trabaja,Universitaria,5,5,5,En desacuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,Sí,No me siento representado por ninguno,4. Difícil,4. Interesado/a,2. Poco representado,2. Algo cargada,6,5,6,Policías en un operativo,Sí,Satisfecho,Poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Algo seguro/a,3,2,1. No confía nada,4,4,by_t,bb_t,Q20,em_c,ac_t1,man_c
20/06/25 17:42,20/06/25 20:33,IP Address,179.6.0.167,100,10260,True,20/06/25 20:33,R_5DpAhX3D1pBFMoN,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,21,Hombre,Estudia,Universitaria,3,5,5,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Homicidio,No,No,No,,5. Muy difícil,2. Poco interesado/a,2. Poco representado,1. Muy cargada,7,7,7,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Algo capacitados,3,Sí,No,Algo seguro/a,3,2,2,4,,by_t,bb_c,Q20,em_t,ac_t1,man_t
20/06/25 20:30,20/06/25 20:35,IP Address,132.191.3.24,100,301,True,20/06/25 20:35,R_54tqnBxT9TDVpUl,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,25,Mujer,Trabaja y estudia,Universitaria,4,4,4,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Homicidio,Sí,No,Sí,Otra razón,3. Ni fácil ni difícil,3. Ni interesado/a ni desinteresado/a,2. Poco representado,4. Algo simple,6,7,7,Policías en un operativo,Sí,Satisfecho,Ni mucha ni poca confianza,Algo capacitados,3,Sí,Sí,Poco seguro/a,2,2,1. No confía nada,3,4,by_c,bb_t,Q18,em_c,ac_t1,man_c
20/06/25 20:22,20/06/25 20:43,IP Address,190.232.101.5,100,1285,True,20/06/25 20:43,R_6R95Xo5bAxtZyDU,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,23,Mujer,Trabaja,Universitaria,4,4,4,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Homicidio,Sí,Sí,No,,5. Muy difícil,3. Ni interesado/a ni desinteresado/a,3. Ni representado ni no representado,2. Algo cargada,8,9,9,Ministro del interior,Sí,Satisfecho,Ni mucha ni poca confianza,Poco capacitados,4,No,No,Poco seguro/a,4,5,1. No confía nada,3,6,by_t,bb_c,Q19,em_c,ac_t2,man_c
20/06/25 20:48,20/06/25 20:56,IP Address,179.6.166.25,100,458,True,20/06/25 20:56,R_34Gjm0RqOEn1C4p,,,,,-8.1191,-79.0355,anonymous,ES,1,Acepto participar de la encuesta,20,Hombre,Estudia,Secundaria,4,4,3,En desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Homicidio,No,No,Sí,Otra razón,3. Ni fácil ni difícil,4. Interesado/a,2. Poco representado,1. Muy cargada,7,9,9,Policías en un operativo,No,,,,2,Sí,Sí,Algo seguro/a,3,3,2,4,8,by_t,bb_c,Q19,em_t,ac_t1,man_t
20/06/25 20:42,20/06/25 20:56,IP Address,190.239.247.34,100,845,True,20/06/25 20:56,R_1OcwtfQC7PFx3fC,,,,,-7.163,-78.5008,anonymous,ES,0.899999976,Acepto participar de la encuesta,,Mujer,Trabaja,Universitaria,3,4,4,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Homicidio,Sí,Sí,No,,4. Difícil,3. Ni interesado/a ni desinteresado/a,2. Poco representado,1. Muy cargada,7,6,6,Policías en un operativo,No,,,,3,Sí,No,Algo seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,5,by_c,bb_c,Q18,em_t,ac_t2,man_t
20/06/25 21:05,20/06/25 21:17,IP Address,179.6.101.190,100,711,True,20/06/25 21:17,R_7c6qlnJ9OQxIefc,,,,,-9.5338,-77.5344,anonymous,ES,0.699999988,Acepto participar de la encuesta,50,Mujer,Trabaja,Universitaria,5,5,5,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Homicidio,Sí,Sí,Sí,No me siento representado por ninguno,5. Muy difícil,2. Poco interesado/a,2. Poco representado,2. Algo cargada,10. Muy probable,Totalmente de acuerdo 10,Lo apoyo totalmente 10,Policías en un operativo,No,,,,4,No,No,Nada seguro/a,2,2,1. No confía nada,4,10,by_c,bb_t,Q18,em_t,ac_t1,man_c
20/06/25 21:13,20/06/25 21:24,IP Address,38.25.30.151,100,693,True,20/06/25 21:24,R_7jGQLbks9MKmfTW,,,,,-12.046,-77.0305,anonymous,ES,0.300000012,Acepto participar de la encuesta,30,Mujer,Trabaja,Universitaria,6,4,4,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Homicidio,Sí,Sí,No,,3. Ni fácil ni difícil,2. Poco interesado/a,1. Nada representado,4. Algo simple,10. Muy probable,6,5,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,,by_c,bb_c,Q18,em_t,ac_t2,man_c
20/06/25 21:28,20/06/25 22:24,IP Address,179.7.85.217,100,3404,True,20/06/25 22:24,R_1ZZaccgoluVRp7j,,,,,-7.163,-78.5008,anonymous,ES,0.899999976,Acepto participar de la encuesta,47,Hombre,Trabaja,Posgrado,3,3,3,En desacuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Homicidio,No,No,,,1. Muy fácil,5. Muy interesado/a,1. Nada representado,3. Ni cargada ni simple,10. Muy probable,7,6,Autoridades del gobierno,No,,,,5. Muy de acuerdo,No,No,Algo seguro/a,2,2,1. No confía nada,3,,by_t,bb_c,Q20,em_c,ac_t2,man_c
20/06/25 22:36,20/06/25 22:43,IP Address,179.6.166.56,100,430,True,20/06/25 22:43,R_11bAIw72ztC6ste,,,,,-8.1191,-79.0355,anonymous,ES,1,Acepto participar de la encuesta,35,Hombre,Trabaja y estudia,Universitaria,4,4,5,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Homicidio,Sí,Sí,No,,5. Muy difícil,3. Ni interesado/a ni desinteresado/a,1. Nada representado,2. Algo cargada,6,Totalmente de acuerdo 10,9,Militares del ejército,No,,,,4,No,No,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,,by_c,bb_t,Q20,em_c,ac_t2,man_c
20/06/25 22:44,20/06/25 22:52,IP Address,179.6.54.94,100,463,True,20/06/25 22:52,R_5jqbdwr9ukDQJMo,,,,,-7.163,-78.5008,anonymous,ES,0.899999976,Acepto participar de la encuesta,29,Mujer,Trabaja,Universitaria,6,6,6,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Homicidio,Sí,Sí,Sí,No confía en los partidos políticos,5. Muy difícil,3. Ni interesado/a ni desinteresado/a,2. Poco representado,1. Muy cargada,6,9,Lo apoyo totalmente 10,No se mostró ninguna foto,No,,,,5. Muy de acuerdo,No,Sí,Algo seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,,by_c,bb_c,Q20,em_c,ac_t2,man_t
20/06/25 22:52,20/06/25 22:58,IP Address,179.6.54.94,100,317,True,20/06/25 22:58,R_1FKjaMTILdD9lwR,,,,,-7.163,-78.5008,anonymous,ES,0.899999976,Acepto participar de la encuesta,27,Hombre,No trabaja ni estudia,Universitaria,4,4,4,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Homicidio,Sí,Sí,No,,1. Muy fácil,1. Nada interesado/a,3. Ni representado ni no representado,1. Muy cargada,10. Muy probable,Totalmente de acuerdo 10,Lo apoyo totalmente 10,Policías en un operativo,No,,,,1. Muy en desacuerdo,Sí,Sí,Algo seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,,by_t,bb_t,Q18,em_t,ac_t1,man_t
20/06/25 21:24,21/06/25 5:42,IP Address,200.60.12.34,100,29850,True,21/06/25 5:42,R_1NLjm9BiBHWPx8S,,,,,-7.163,-78.5008,anonymous,ES,0.699999988,Acepto participar de la encuesta,32,Mujer,Trabaja,Universitaria,5,5,5,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Homicidio,Sí,Sí,No,,5. Muy difícil,3. Ni interesado/a ni desinteresado/a,1. Nada representado,1. Muy cargada,6,6,6,No se mostró ninguna foto,No,,,,2,No,No,Algo seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,7,by_t,bb_c,Q19,em_c,ac_t1,man_c
21/06/25 6:38,21/06/25 6:48,IP Address,37.131.72.216,100,559,True,21/06/25 6:48,R_2P1J1ZLU7VaZ76m,,,,,26.2235,50.5813,anonymous,ES,0.600000024,Acepto participar de la encuesta,32,Hombre,Trabaja,Posgrado,2,2,4,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,No,,4. Difícil,5. Muy interesado/a,2. Poco representado,4. Algo simple,10. Muy probable,8,Lo apoyo totalmente 10,Policías en un operativo,No,,,,4,No,No,Poco seguro/a,1. No confía nada,4,1. No confía nada,3,9,by_c,bb_c,Q20,em_c,ac_t2,man_t
20/06/25 23:13,21/06/25 7:22,IP Address,190.232.159.94,100,29341,True,21/06/25 7:22,R_3hGZT2x8uiJhAev,,,,,-7.163,-78.5008,anonymous,ES,0.899999976,Acepto participar de la encuesta,44,Hombre,Trabaja,Universitaria,3,4,5,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Homicidio,Sí,Sí,Sí,Otra razón,5. Muy difícil,3. Ni interesado/a ni desinteresado/a,1. Nada representado,2. Algo cargada,8,5,8,No se mostró ninguna foto,No,,,,2,Sí,Sí,Algo seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,6,by_t,bb_t,Q18,em_c,ac_t2,man_t
21/06/25 6:55,21/06/25 8:23,IP Address,38.253.146.204,100,5269,True,21/06/25 8:23,R_7hJSqHt9IxUAXEu,,,,,-12.046,-77.0305,anonymous,ES,0.300000012,Acepto participar de la encuesta,20,Mujer,Estudia,Secundaria,7. Muy probable,7. Muy viable,7. Muy pertinente,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Homicidio,No,No,No,,4. Difícil,2. Poco interesado/a,2. Poco representado,1. Muy cargada,7,8,Lo apoyo totalmente 10,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Ni mucha ni poca confianza,Poco capacitados,3,No,No,Poco seguro/a,2,1. No confía nada,2,2,7,by_t,bb_t,Q20,em_t,ac_t1,man_t
21/06/25 9:02,21/06/25 9:09,IP Address,104.28.80.16,100,417,True,21/06/25 9:09,R_8Q03gaFrsWCqamB,,,,,26.2235,50.5813,anonymous,ES,0.400000006,Acepto participar de la encuesta,27,Hombre,Trabaja,Universitaria,6,5,5,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Homicidio,Sí,Sí,No,,2. Fácil,3. Ni interesado/a ni desinteresado/a,2. Poco representado,2. Algo cargada,7,5,8,No se mostró ninguna foto,No,,,,4,Sí,No,Nada seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,2,6,by_c,bb_t,Q19,em_c,ac_t2,man_c
21/06/25 10:44,21/06/25 10:58,IP Address,179.7.88.234,100,879,True,21/06/25 10:58,R_33tokGJWDURxPUJ,,,,,-12.0064,-77.0139,anonymous,ES,0.800000012,Acepto participar de la encuesta,39,Hombre,Trabaja,Universitaria,4,6,7. Muy pertinente,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Homicidio,Sí,Sí,No,,3. Ni fácil ni difícil,2. Poco interesado/a,1. Nada representado,1. Muy cargada,4,8,8,No se mostró ninguna foto,Sí,Insatisfecho,Poca confianza,Poco capacitados,5. Muy de acuerdo,Sí,Sí,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,3,5,by_c,bb_t,Q20,em_c,ac_t1,man_c
21/06/25 10:59,21/06/25 11:05,IP Address,132.251.1.206,100,379,True,21/06/25 11:05,R_5O3TqQLJg6jLlMB,,,,,-12.046,-77.0305,anonymous,ES,0.5,Acepto participar de la encuesta,41,Hombre,Trabaja,Universitaria,4,5,5,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,No,,5. Muy difícil,4. Interesado/a,1. Nada representado,1. Muy cargada,4,6,6,Autoridades del gobierno,Sí,Satisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,2,by_t,bb_t,Q19,em_c,ac_t1,man_t
21/06/25 14:52,21/06/25 15:04,IP Address,181.66.156.253,100,698,True,21/06/25 15:04,R_5WwiBm6o4IcHijr,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,21,Hombre,Estudia,Universitaria,4,6,7. Muy pertinente,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,No,Sí,Sí,No confía en los partidos políticos,4. Difícil,3. Ni interesado/a ni desinteresado/a,2. Poco representado,1. Muy cargada,7,7,9,No se mostró ninguna foto,Sí,Insatisfecho,Poca confianza,Poco capacitados,3,Sí,Sí,Poco seguro/a,2,2,1. No confía nada,3,6,by_c,bb_c,Q18,em_c,ac_t2,man_t
21/06/25 12:54,21/06/25 16:11,IP Address,179.6.28.102,100,11809,True,21/06/25 16:11,R_3npG0uTI1U6FMaU,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,,Mujer,Estudia,Universitaria,5,6,7. Muy pertinente,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,No,No,Sí,No confía en los partidos políticos,5. Muy difícil,4. Interesado/a,2. Poco representado,2. Algo cargada,7,Totalmente de acuerdo 10,9,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Ni mucha ni poca confianza,Poco capacitados,2,No,No,Poco seguro/a,2,6,2,4,4,by_t,bb_t,Q18,em_t,ac_t1,man_c
22/06/25 11:56,22/06/25 12:03,IP Address,190.43.106.38,100,419,True,22/06/25 12:03,R_67KEs8Fd19mWiKE,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,22,Mujer,Estudia,Universitaria,6,5,5,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Extorsión,Sí,Sí,Sí,No me siento representado por ninguno,3. Ni fácil ni difícil,2. Poco interesado/a,1. Nada representado,2. Algo cargada,6,7,2,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Poco capacitados,2,Sí,No,Poco seguro/a,2,2,1. No confía nada,3,4,by_c,bb_t,Q18,em_t,ac_t2,man_t
22/06/25 17:47,22/06/25 17:51,IP Address,181.65.0.170,100,240,True,22/06/25 17:51,R_3svlsWIlzTQjjvE,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,48,Mujer,Trabaja,Secundaria,3,3,4,En desacuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,Homicidio,Sí,Sí,No,,1. Muy fácil,5. Muy interesado/a,1. Nada representado,1. Muy cargada,4,4,7,No se mostró ninguna foto,Sí,Insatisfecho,Poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,1. No confía nada,2,1. No confía nada,1. No confía nada,1,by_t,bb_t,Q20,em_c,ac_t2,man_c
22/06/25 18:40,22/06/25 18:54,IP Address,179.6.72.200,100,862,True,22/06/25 18:54,R_5DwaadvqfyyR02t,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,Acepto participar de la encuesta,22,Mujer,Estudia,Universitaria,1. Nada probable,4,4,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Homicidio,Sí,Sí,Sí,No confía en los partidos políticos,4. Difícil,5. Muy interesado/a,3. Ni representado ni no representado,1. Muy cargada,0. Nada probable,Totalmente de acuerdo 10,Lo apoyo totalmente 10,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Algo capacitados,1. Muy en desacuerdo,Sí,Sí,Nada seguro/a,1. No confía nada,3,1. No confía nada,1. No confía nada,2,by_c,bb_c,Q19,em_t,ac_t1,man_c
22/06/25 18:51,22/06/25 19:02,IP Address,179.6.160.157,100,648,True,22/06/25 19:02,R_7oX0BozRsgrOLpD,,,,,-12.046,-77.0305,anonymous,ES,0.300000012,Acepto participar de la encuesta,22,Hombre,Estudia,Universitaria,3,5,6,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,No,Sí,No,,5. Muy difícil,5. Muy interesado/a,2. Poco representado,1. Muy cargada,7,8,5,Policías en un operativo,Sí,Insatisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,2,1. No confía nada,2,2,7,by_c,bb_t,Q20,em_t,ac_t1,man_t
22/06/25 18:59,22/06/25 19:06,IP Address,181.176.111.214,100,392,True,22/06/25 19:06,R_7dEoRcSFu8w6qb3,,,,,-12.046,-77.0305,anonymous,ES,0.800000012,Acepto participar de la encuesta,22,Otro,Trabaja y estudia,Universitaria,5,4,7. Muy pertinente,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,Sí,No me siento representado por ninguno,5. Muy difícil,4. Interesado/a,1. Nada representado,1. Muy cargada,10. Muy probable,6,7,Policías en un operativo,Sí,Insatisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,4,by_c,bb_t,Q20,em_t,ac_t1,man_t
20/06/25 18:45,22/06/25 19:31,IP Address,181.65.25.194,100,175538,True,22/06/25 19:31,R_6obR3Ltao0jznEZ,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,,Hombre,Trabaja y estudia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_t,bb_t,Q19,em_t,ac_t2,man_c
22/06/25 19:31,22/06/25 19:44,IP Address,172.59.209.244,100,782,True,22/06/25 19:44,R_173EFnf3qsv2u7F,,,,,40.7643,-74.148,anonymous,ES,0.899999976,Acepto participar de la encuesta,30,Hombre,Trabaja,Técnica,7. Muy probable,7. Muy viable,7. Muy pertinente,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Extorsión,,,Sí,Otra razón,1. Muy fácil,5. Muy interesado/a,5. Muy representado,5. Muy simple,10. Muy probable,Totalmente de acuerdo 10,Lo apoyo totalmente 10,No se mostró ninguna foto,No,,,,1. Muy en desacuerdo,No,Sí,Nada seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,5,by_c,bb_c,Q19,em_c,ac_t2,man_t
22/06/25 19:34,22/06/25 19:46,IP Address,190.236.207.178,100,726,True,22/06/25 19:46,R_110YrQ6puQjQxUR,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,28,Mujer,Trabaja,Posgrado,2,4,5,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Homicidio,Sí,Sí,Sí,No me siento representado por ninguno,4. Difícil,4. Interesado/a,2. Poco representado,2. Algo cargada,2,3,6,Policías en un operativo,Sí,Satisfecho,Ni mucha ni poca confianza,Algo capacitados,1. Muy en desacuerdo,Sí,Sí,Algo seguro/a,2,2,2,5,7,by_c,bb_c,Q18,em_t,ac_t1,man_c
22/06/25 19:20,22/06/25 19:46,IP Address,38.253.189.17,100,1573,True,22/06/25 19:46,R_5CifVRGT28cQMMh,,,,,-12.046,-77.0305,anonymous,ES,0.200000003,Acepto participar de la encuesta,19,Otro,Estudia,Universitaria,3,6,7. Muy pertinente,En desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Homicidio,No,No,No,,1. Muy fácil,2. Poco interesado/a,2. Poco representado,3. Ni cargada ni simple,2,7,8,Policías en un operativo,Sí,Insatisfecho,Poca confianza,Poco capacitados,3,No,Sí,Nada seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,3,4,by_t,bb_c,Q18,em_t,ac_t2,man_c
22/06/25 19:35,22/06/25 19:48,IP Address,181.176.93.9,100,740,True,22/06/25 19:48,R_7RyAd3rAwUyHyqU,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,21,Mujer,Trabaja,Técnica,6,5,5,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Homicidio,No,Sí,No,,3. Ni fácil ni difícil,2. Poco interesado/a,2. Poco representado,2. Algo cargada,10. Muy probable,Totalmente de acuerdo 10,7,Autoridades del gobierno,No,,,,5. Muy de acuerdo,No,No,Poco seguro/a,3,1. No confía nada,1. No confía nada,1. No confía nada,,by_t,bb_t,Q18,em_c,ac_t1,man_t
22/06/25 19:51,22/06/25 20:09,IP Address,179.6.91.39,100,1088,True,22/06/25 20:09,R_3CiNxKkLGG8gSch,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,,Hombre,Trabaja,Secundaria,2,6,5,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,No,,1. Muy fácil,1. Nada interesado/a,1. Nada representado,1. Muy cargada,0. Nada probable,2,No lo apoyo en absoluto 0,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Ni mucha ni poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,1. No confía nada,4,1. No confía nada,2,5,by_c,bb_t,Q19,em_c,ac_t1,man_c
22/06/25 20:00,22/06/25 20:11,IP Address,38.253.159.157,100,635,True,22/06/25 20:11,R_7EaOTTpa27x84YD,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,Acepto participar de la encuesta,,Mujer,Estudia,Universitaria,5,5,6,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Homicidio,Sí,No recuerdo,No,,4. Difícil,4. Interesado/a,2. Poco representado,3. Ni cargada ni simple,1,9,Lo apoyo totalmente 10,No se mostró ninguna foto,Sí,Satisfecho,Poca confianza,Algo capacitados,2,Sí,Sí,Algo seguro/a,2,2,2,2,4,by_t,bb_c,Q18,em_c,ac_t1,man_c
22/06/25 20:05,22/06/25 20:12,IP Address,179.48.53.64,100,413,True,22/06/25 20:12,R_545r7OYNu763wvD,,,,,-12.046,-77.0305,anonymous,ES,1,Acepto participar de la encuesta,23,Hombre,Estudia,Universitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_c,bb_c,Q19,em_t,ac_t2,man_t
